,upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,Stock,cost_cents,cost_qty,Phone,New CSV
201,"=""012000161476""",Drinks,1,149,n,n,Brisk Iced Tea,1 l,,n,1,"=""0""",0,1.0,617-866-3824,
202,"=""012000163470""",Drinks,1,225,n,n,Pepsi,,y,n,1,"=""0""",0,,617-866-3824,
203,"=""012000163739""",Drinks,1,299,n,n,Starbucks: Salted Caramel Mocha,14 OZ,y,n,1,"=""0""",0,,617-866-3824,
204,"=""012000170850""",Drinks,1,189,n,n,Mountain Dew Ice,20oz,,n,1,"=""0""",0,,617-866-3824,
205,"=""012000170898""",Drinks,1,225,n,n,MTN DEW LEMON LIME,2LTR,,n,1,"=""0""",0,,617-866-3824,
206,"=""012000171543""",Drinks,1,100,n,n,Bubly water,20floz,,n,1,"=""0""",0,,617-866-3824,
207,"=""012000171741""",Drinks,1,199,n,n,DIET PEPSI 20Z,20OZ,,n,1,"=""0""",0,,617-866-3824,
208,"=""012000172526""",Drinks,1,275,n,n,Diet Pepsi,"=""1""",,n,1,"=""0""",0,,617-866-3824,
209,"=""012000173219""",Drinks,1,200,n,n,Pure leaf unsweet tea,0.00 OZ,,n,1,"=""0""",0,,617-866-3824,
210,"=""012000173301""",Drinks,1,100,n,n,Brisk,,,n,1,"=""0""",0,,617-866-3824,
211,"=""012000180262""",Drinks,1,100,n,n,Brisk Symbiotic,,,n,1,"=""0""",0,,617-866-3824,
212,"=""012000181085""",Drinks,1,189,n,n,Mtn Dew Merry,20 fl oz,,n,1,"=""0""",0,,617-866-3824,
213,"=""012000182822""",Drinks,1,199,n,n,Dole Ruby Red Grapefruit 15.2oz,15.2oz,,n,1,"=""0""",0,,617-866-3824,
214,"=""012000183652""",Drinks,1,189,n,n,Mtn dew Liberty,,,n,1,"=""0""",0,,617-866-3824,
215,"=""012000183751""",Drinks,1,189,n,n,Pepsi vanila,"=""1""",,n,1,"=""0""",0,,617-866-3824,
216,"=""012000184208""",Drinks,1,199,n,n,Pepsi mango 20oz,20oz,,n,1,"=""0""",0,1.0,617-866-3824,
217,"=""012000190063""",Drinks,1,199,n,n,Dole topical fruit punch,,,n,1,"=""0""",0,1.0,617-866-3824,
218,"=""012000190216""",Drinks,1,349,n,n,Coffee,,,n,1,"=""0""",0,,617-866-3824,
219,"=""012000190551""",Drinks,1,100,n,n,Dole Lemonade,,,n,1,"=""0""",0,1.0,617-866-3824,
220,"=""012000191558""",Drinks,1,125,n,n,Twister tropical punch,,,n,1,"=""0""",0,1.0,617-866-3824,
221,"=""012000191572""",Drinks,1,125,n,n,Twister blue raspberry rush,,,n,1,"=""0""",0,1.0,617-866-3824,
222,"=""012000191619""",Drinks,1,100,n,n,Twister oran/straw/banana burst,,,n,1,"=""0""",0,,617-866-3824,
223,"=""012000192142""",Drinks,1,249,n,n,Game Fuel,"=""0""",,n,1,"=""0""",0,,617-866-3824,
224,"=""012000192173""",Drinks,1,249,n,n,Game,,,n,1,"=""0""",0,1.0,617-866-3824,
225,"=""012000193354""",Drinks,1,100,n,n,Dole,12 oz,,n,1,"=""0""",0,1.0,617-866-3824,
226,"=""012000193736""",Drinks,1,100,n,n,Brisk iced tea,,,n,1,"=""0""",0,1.0,617-866-3824,
227,"=""012000194214""",Drinks,1,100,n,n,Mtn dew,12 FL oz,,n,1,"=""0""",0,1.0,617-866-3824,
228,"=""012000201271""",Drinks,1,199,n,n,20Z MOUNTAIN DEW-S-A,,,n,1,"=""0""",0,1.0,617-866-3824,
229,"=""012000202377""",Drinks,1,225,n,n,Lipton Brisk Lemon,2.00 LT,y,n,1,"=""0""",0,,617-866-3824,
230,"=""012000202384""",Drinks,1,149,n,n,Lipton Brisk:Lemon,1.00 LT,y,n,1,"=""0""",0,1.0,617-866-3824,
231,"=""012000204951""",Drinks,1,199,n,n,Mtn dew,20 oz,,n,1,"=""0""",0,1.0,617-866-3824,
232,"=""012000204968""",Drinks,1,100,n,n,Mtndew,,,n,1,"=""0""",0,1.0,617-866-3824,
233,"=""012000206351""",Drinks,1,249,n,n,Mtn Dew Rise,,,n,1,"=""0""",0,1.0,617-866-3824,
234,"=""012000207198""",Drinks,1,199,n,n,Pepsi,,,n,1,"=""0""",0,1.0,617-866-3824,
235,"=""012000207242""",Drinks,1,199,n,n,Pepsi black cherry,2oz,,n,1,"=""0""",0,1.0,617-866-3824,
236,"=""012000207587""",Drinks,1,199,n,n,Mtn,,,n,1,"=""0""",0,1.0,617-866-3824,
237,"=""012000211614""",Drinks,1,100,n,n,Mtn dew flaming hot,,,n,1,"=""0""",0,1.0,617-866-3824,
238,"=""012000211645""",Drinks,1,199,n,n,Mtn dew flaming hot,,,n,1,"=""0""",0,1.0,617-866-3824,
239,"=""012000211706""",Drinks,1,199,n,n,Mtn dew spark,,,n,1,"=""0""",0,1.0,617-866-3824,
240,"=""012000211713""",Drinks,1,100,n,n,Mtn dew,,,n,1,"=""0""",0,1.0,617-866-3824,
241,"=""012000211980""",Drinks,1,199,n,n,Nitro pepsi,,,n,1,"=""0""",0,1.0,617-866-3824,
242,"=""012000212048""",Drinks,1,299,n,n,Strbk Baya Energy,,,n,1,"=""0""",0,1.0,617-866-3824,
243,"=""012000212888""",Drinks,1,199,n,n,Mtndew,20 oz,,n,1,"=""0""",0,1.0,617-866-3824,
244,"=""012000213519""",Drinks,1,249,n,n,Pure leaf peach,,,n,1,"=""0""",0,1.0,617-866-3824,
245,"=""012000213601""",Drinks,1,199,n,n,Mtn Dew Mango,20oz,,n,1,"=""0""",0,1.0,617-866-3824,
246,"=""012000213656""",Drinks,1,100,n,n,Mtn dew,,,n,1,"=""0""",0,1.0,617-866-3824,
247,"=""012000286179""",Drinks,1,249,n,n,Lipton Pure Leaf:Extra Sweet Tea,18.50 FL OZ,,n,1,"=""0""",0,1.0,617-866-3824,
248,"=""012000286186""",Drinks,1,249,n,n,Pure Leaf,18.5 OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
249,"=""012000286193""",Drinks,1,249,n,n,Lipton Pure Leaf:Sweet Tea,18.50 FL OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
250,"=""012000286209""",Drinks,1,199,n,n,Lipton Pure Leaf:Unsweetened,18.50 FL OZ,,n,1,"=""0""",0,,617-866-3824,
251,"=""012000286216""",Drinks,1,199,n,n,Lipton Pure Leaf Peach,18.50 FL OZ,y,n,1,"=""0""",0,,617-866-3824,
252,"=""012000286223""",Drinks,1,249,n,n,Lipton Pure Leaf Raspberry,18.50 FL OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
253,"=""012000286247""",Drinks,1,199,n,n,Lipton Pure Leaf:Diet Peach,18.50 FL OZ,,n,1,"=""0""",0,,617-866-3824,
254,"=""012000384196""",Drinks,1,149,n,n,Lipton Brisk:Pink,1.00 LT,y,n,1,"=""0""",0,1.0,617-866-3824,
255,"=""012000504051""",Drinks,1,100,n,n,Pepsi,16.9 oz,y,n,1,"=""0""",0,,617-866-3824,
256,"=""012000504068""",Drinks,1,99,n,n,Pepsi Diet,16.9 oz,y,n,1,"=""0""",0,,617-866-3824,
257,"=""012000504082""",Drinks,1,100,n,n,Mountain Dew,16.9 oz,y,n,1,"=""0""",0,,617-866-3824,
258,"=""012000567513""",Drinks,1,100,n,n,Lipton Brisk:Fruit Punch,20.00 OZ,,n,1,"=""0""",0,,617-866-3824,
259,"=""012000629907""",Drinks,1,199,n,n,Lipton Half & Half Iced Tea Lemonade,20 OZ,y,n,1,"=""0""",0,,617-866-3824,
260,"=""012000668869""",Drinks,1,189,n,n,Mountain Dew White Out:Smooth Citrus,20.00 FL OZ,y,n,1,"=""0""",0,,617-866-3824,
261,"=""012000809941""",Drinks,1,499,n,n,Pepsi:Twelve Pack,144.00 FL OZ,y,n,1,"=""0""",0,,617-866-3824,
262,"=""012000811319""",Drinks,1,169,n,n,Mountain Dew Live Wire Orange,20.00 FL OZ,y,n,1,"=""0""",0,,617-866-3824,
263,"=""012000813313""",Drinks,1,369,n,n,starbucks vanilla,"=""13.7""",,n,1,"=""0""",0,,617-866-3824,
264,"=""012044000274""",Household,1,499,n,n,Old Spice High Endurance Pure Sport Scent Men's Deodorant,2.25 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
265,"=""012044038918""",Household,1,449,n,n,Old Spice Pure Sport High Endurance Deodorant,3.00 Oz,,n,1,"=""0""",0,,617-866-3824,
266,"=""012044342404""",Household,1,449,n,n,Old Spice High Endurance Deodorant Long Lasting Stick,2.25 Oz,,n,1,"=""0""",0,,617-866-3824,
267,"=""012044342503""",Household,1,449,n,n,OLD SPICE STICK DEO HIGH ENDURANCE FRESH,2.5 oz,,n,1,"=""0""",0,,617-866-3824,
268,"=""012300000031""",Cigarettes,1,1300,n,n,Camel Filters Turkish Domestic Blend,20.00 Ct,,n,1,"=""0""",0,1.0,617-866-3824,
269,"=""012300000079""",Cigarettes,1,1300,n,n,Camel Blue Turkish Domestic Blend,1.00 ct,,n,1,"=""0""",0,1.0,617-866-3824,
270,"=""012300000192""",Cigarettes,1,900,n,n,Winston Wins Gold Box,20 ct,n,n,1,"=""0""",0,,617-866-3824,
271,"=""012300000208""",Cigarettes,1,1000,n,n,Salem Box Refreshing Menthol,regular,n,n,1,"=""0""",0,,617-866-3824,
272,"=""012300000246""",Cigarettes,1,1000,n,n,Salem - Gold Box,"=""1""",n,n,1,"=""0""",0,,617-866-3824,
273,"=""012300000932""",Cigarettes,1,1100,n,n,Camel Crush Menthol,20.00 Ct,n,n,1,"=""0""",0,,617-866-3824,
274,"=""012300197410""",Cigarettes,1,1050,n,n,Camel Crush Regular Fresh Box FSC,1.00 PK,n,n,1,"=""0""",0,,617-866-3824,
275,"=""012300200592""",Cigarettes,1,1300,n,n,Camel 100 Box,1.00 PK,,n,1,"=""0""",0,1.0,617-866-3824,
276,"=""012500000688""",Drinks,1,100,n,n,Pepsi,"=""8""",y,n,1,"=""0""",0,,617-866-3824,
277,"=""012546001939""",Candy,1,149,n,n,Trident Mint Bliss,18 ct,y,n,1,"=""0""",0,,617-866-3824,
278,"=""012546005463""",Candy,1,189,n,n,Dentyne Ice Winter Chill,"=""1""",,n,1,"=""0""",0,,617-866-3824,
279,"=""012546006385""",Candy,1,149,n,n,Trident Pineapple Twist,0.16 oz,y,n,1,"=""0""",0,,617-866-3824,
280,"=""012546007146""",Condiments,1,125,n,n,Stride:Sour Patch Kids - Watermelon,26.60 G,y,n,1,"=""0""",0,,617-866-3824,
281,"=""012546007542""",Produce,1,100,n,n,Hgg,,y,n,1,"=""0""",0,,617-866-3824,
282,"=""012546008679""",Snacks,1,189,n,n,Dentyne Ice Subzero Serious Cold,16pc,,n,1,"=""0""",0,,617-866-3824,
283,"=""012546008693""",Candy,1,189,n,n,Dentyne Ice Subzero Serious Cold,"=""1""",,n,1,"=""0""",0,,617-866-3824,
284,"=""012546011075""",Candy,1,179,n,n,Bbgh,"=""199""",y,n,1,"=""0""",0,,617-866-3824,
285,"=""012546011099""",Candy,1,189,n,n,Trident original,"=""1""",,n,1,"=""0""",0,,617-866-3824,
286,"=""012546011112""",Candy,1,199,n,n,Trident Tropical Twist,14 Pcs,,n,1,"=""0""",0,1.0,617-866-3824,
287,"=""012546011136""",Candy,1,199,n,n,Trident Watermelon,14 Pcs,,n,1,"=""0""",0,1.0,617-866-3824,
288,"=""012546011426""",Candy,1,169,n,n,Trident Perfect Peppermint,,,n,1,"=""0""",0,,617-866-3824,
289,"=""012546011440""",Candy,1,199,n,n,Trident Bubblegum,14 Pcs,,n,1,"=""0""",0,1.0,617-866-3824,
290,"=""012546011471""",Snacks,1,179,n,n,Trident,"=""1""",,n,1,"=""0""",0,,617-866-3824,
291,"=""012546011495""",Candy,1,179,n,n,trident,,,n,1,"=""0""",0,,617-866-3824,
292,"=""012546011563""",Candy,1,169,n,n,Trident Minty Sweet Twist,14 Pcs,,n,1,"=""0""",0,,617-866-3824,
293,"=""012546011587""",Candy,1,199,n,n,Trident,,,n,1,"=""0""",0,1.0,617-866-3824,
294,"=""012546011600""",Candy,1,199,n,n,Trident Island Berry Lime Sugar-Free Gum (15 pk.),"=""100""",,n,1,"=""0""",0,1.0,617-866-3824,
295,"=""012546011648""",Candy,1,179,n,n,Trident,"=""14""",,n,1,"=""0""",0,,617-866-3824,
296,"=""012546011662""",Candy,1,189,n,n,Trident,,,n,1,"=""0""",0,1.0,617-866-3824,
297,"=""012546011686""",Snacks,1,179,n,n,Trident,J,,n,1,"=""0""",0,,617-866-3824,
298,"=""012546012560""",Candy,1,189,n,n,TRIDENT DRAGON FRUIT LYCHEE,"=""0""",,n,1,"=""0""",0,1.0,617-866-3824,
299,"=""012546312417""",Candy,1,189,n,n,Dentyne Ice:Arctic Chill - Split 2 Fit Pack,24.00 G,y,n,1,"=""0""",0,,617-866-3824,
300,"=""012546312554""",Candy,1,189,n,n,Dentyne Fire:Peppermint - Split 2 Fit Pack,24.00 G,y,n,1,"=""0""",0,,617-866-3824,
301,"=""012546315012""",Candy,1,189,n,n,Dentyne Ice:Spearmint 16 Pieces,1.00 PK,,n,1,"=""0""",0,,617-866-3824,
302,"=""012546315098""",Snacks,1,189,n,n,Dentyne Fire Spicy Cinnamon,24.00 G,,n,1,"=""0""",0,,617-866-3824,
303,"=""012546600026""",Candy,1,149,n,n,Trident Layers:Wild Strawberry+Tangy Citrus,35.00 G,y,n,1,"=""0""",0,,617-866-3824,
304,"=""012546612296""",Candy,1,149,n,n,Trident Original Flavor - with Xylitol,30.60 G,y,n,1,"=""0""",0,,617-866-3824,
305,"=""012546612678""",Candy,1,149,n,n,Trident:Cinnamon,30.60 G,y,n,1,"=""0""",0,,617-866-3824,
306,"=""012546615310""",Candy,1,149,n,n,Trident Spearmint,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
307,"=""012546615563""",Candy,1,149,n,n,Trident Bubblegum,30.60 G,y,n,1,"=""0""",0,,617-866-3824,
308,"=""012546615952""",Candy,1,149,n,n,Trident Watermelon Twist,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
309,"=""012546619592""",Candy,1,149,n,n,Trident Tropical Twist,18 ct,y,n,1,"=""0""",0,,617-866-3824,
310,"=""012546670036""",Candy,1,149,n,n,Trident Wintergreen,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
311,"=""012546672535""",Candy,1,149,n,n,Trident:W/Xylitol 18 Sticks Wild Blueberry Twist,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
312,"=""012546673099""",Candy,1,149,n,n,Trident:W/Xylitol 18 Sticks Passionberry Twist,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
313,"=""012546675215""",Candy,1,149,n,n,Trident Strawberry Twist,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
314,"=""012546676090""",Candy,1,189,n,n,Trident White Peppermint,24.00 G,y,n,1,"=""0""",0,1.0,617-866-3824,
315,"=""012546676113""",Candy,1,189,n,n,Trident White Spearmint 16 Pieces,1.00 PK,,n,1,"=""0""",0,1.0,617-866-3824,
316,"=""012546676137""",Candy,1,199,n,n,Trident White Wintergreen 16 Pieces,1.00 PK,,n,1,"=""0""",0,1.0,617-866-3824,
317,"=""012546915526""",Candy,1,100,n,n,Bubblicious:Sour Apple,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
318,"=""012546917568""",Candy,1,100,n,n,Bubblicious:Strawberry,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
319,"=""012546917582""",Candy,1,100,n,n,Bubblicious 5 Piece Packs:Watermelon,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
320,"=""012587000809""",Household,1,499,n,n,Glad Quick-Tie Trash Bags Large 30 Gallon,10 Bags,,n,1,"=""0""",0,1.0,617-866-3824,
321,"=""012587001806""",Household,1,399,n,n,Glad Sandwich Bags Economy Pack,180.00 Ct,n,n,1,"=""0""",0,1.0,617-866-3824,
322,"=""012587570340""",Household,1,499,n,n,Glad Freezer:Gallon Zipper Bags,15.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
323,"=""012587572634""",Household,1,275,n,n,Glad Zipper Sandwich Bags,50.00 Ct,y,n,1,"=""0""",0,,617-866-3824,
324,"=""012587600351""",Household,1,1199,n,n,Large Quick-Tie Trash Bags,40 Bags,,n,1,"=""0""",0,,617-866-3824,
325,"=""012587700228""",Household,1,699,n,n,Glad Guaranteed To Handle Tough Trash,15 bags,n,n,1,"=""0""",0,,617-866-3824,
326,"=""012587700280""",Household,1,799,n,n,Glad Lawn & Leaf Strong Quick Tie Bags,39 Gal,,n,1,"=""0""",0,1.0,617-866-3824,
327,"=""012587700327""",Household,1,649,n,n,"Glad Tall Kitchen Bags, Quick-Tie, 13 Gallon, 35 bags",35 ct,,n,1,"=""0""",0,,617-866-3824,
328,"=""012587700365""",Household,1,679,n,n,Tall Kitchen Handle Tie 13 Gal Trash Bags,26 Bags,,n,1,"=""0""",0,,617-866-3824,
329,"=""012587700549""",Household,1,699,n,n,Glad Quick-tie Outdoor Trash Bags Easy Grip Flaps 30 Gallon,21.00 Ct,,n,1,"=""0""",0,,617-866-3824,
330,"=""012587703595""",Household,1,1049,n,n,Glad Force Flex:30 Gal - 113.6 L - Drawstring,25.00 CT,n,n,1,"=""0""",0,1.0,617-866-3824,
331,"=""012587780732""",Household,1,399,n,n,Ghgh,,n,n,1,"=""0""",0,,617-866-3824,
332,"=""012587780756""",Household,1,399,n,n,glad freezer,,n,n,1,"=""0""",0,,617-866-3824,
333,"=""012587783641""",Household,1,379,n,n,Glad Drawstring Kitchen Trash Bags,10 bags,,n,1,"=""0""",0,,617-866-3824,
334,"=""012587787427""",Household,1,299,n,n,Glad Sandwich Zipper Bags,22 bags,n,n,1,"=""0""",0,,617-866-3824,
335,"=""012587789438""",Grocery Non-Taxable,1,250,n,n,Glad - Tall Kitchen Quick Tie Bags,7 Ct,n,n,1,"=""0""",0,,617-866-3824,
336,"=""012587789667""",Household,1,1249,n,n,Glad 28 bags,,,n,1,"=""0""",0,,617-866-3824,
337,"=""012993441104""",Drinks,1,100,n,n,La,,,n,1,"=""0""",0,1.0,617-866-3824,
338,"=""012993441111""",Drinks,1,100,n,n,La croix,12 FL Oz,,n,1,"=""0""",0,1.0,617-866-3824,
339,"=""013000001243""",Grocery Non-Taxable,1,325,n,n,Heinz Tomato Ketchup,14.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
340,"=""013000001373""",General Food,1,299,n,n,Heinz Sweet Relish,12.7 oz.,,n,1,"=""0""",0,,617-866-3824,
341,"=""013000002110""",Grocery Non-Taxable,1,239,n,n,Heinz Yellow Mustard,8 Oz,,n,1,"=""0""",0,,617-866-3824,
342,"=""013000002127""",Grocery Non-Taxable,1,259,n,n,Heinz Yellow Mustard,14 oz,,n,1,"=""0""",0,,617-866-3824,
343,"=""013000003162""",Dairy,1,349,n,n,HEINZ SWEET,16.5 oz,,n,1,"=""0""",0,,617-866-3824,
344,"=""013000004664""",Grocery Non-Taxable,1,359,n,n,Heinz Ketchup Tomato,38 Oz,y,n,1,"=""0""",0,,617-866-3824,
345,"=""013000006057""",Snacks,1,699,n,n,Heinz:Simply Heinz Tomato,32.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
346,"=""013000006163""",Grocery Non-Taxable,1,219,n,n,Heinz:Sweet,12.70 OZ,y,n,1,"=""0""",0,,617-866-3824,
347,"=""013000006408""",Condiments,1,425,n,n,Heinz Tomato Ketchup,20.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
348,"=""013000006484""",Grocery Non-Taxable,1,359,n,n,Heinz:YellowH,17.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
349,"=""013000006613""",General Food,1,199,n,n,Heinz:Hot Dog,12.70 OZ,y,n,1,"=""0""",0,,617-866-3824,
350,"=""013000007351""",Grocery Non-Taxable,1,359,n,n,Ketchup,44OZ,y,n,1,"=""0""",0,,617-866-3824,
351,"=""013000008129""",Grocery Non-Taxable,1,189,n,n,Heinz:Apple Cider,16.00 OZ,,n,1,"=""0""",0,,617-866-3824,
352,"=""013000008525""",General Food,1,179,n,n,Heinz Distilled White Vinegar,16.00 OZ,,n,1,"=""0""",0,,617-866-3824,
353,"=""013000008549""",Grocery Non-Taxable,1,319,n,n,Heinz Distilled White Vinegar,32.00 FL OZ,y,n,1,"=""0""",0,,617-866-3824,
354,"=""013000451604""",Grocery Non-Taxable,1,199,n,n,Heinz:Premium In Rich Tomato Sauce No Meat,16.00 OZ,,n,1,"=""0""",0,,617-866-3824,
355,"=""013000796309""",Grocery Non-Taxable,1,229,n,n,Heinz:Roasted Turkey Fat Free,12.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
356,"=""013120002588""",Frozen Food,1,599,n,n,Ore-Ida:Golden Fries,32.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
357,"=""013120002861""",Frozen Food,1,449,n,n,Ore-Ida:Golden Crinkles,32.00 OZ,,n,1,"=""0""",0,,617-866-3824,
358,"=""013120006500""",Frozen Food,1,449,n,n,Ore-Ida:Crispy Crunchies,32.00 OZ,,n,1,"=""0""",0,,617-866-3824,
359,"=""013120010361""",Frozen Food,1,449,n,n,Ore-Ida:Crispy Shaped Potatoes,20.00 OZ,,n,1,"=""0""",0,,617-866-3824,
360,"=""013120011504""",Frozen Food,1,199,n,n,Ore-Ida:Easy Fries Golden Fries,4.25 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
361,"=""013120011764""",Frozen Food,1,599,n,n,Ore-Ida:Crispy Waffle-Cut French Fried Potatoes,22.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
362,"=""013120012518""",Frozen Food,1,199,n,n,Ore-Ida:Easy Fries Golden Crinkles Extra Crispy,4.75 OZ,,n,1,"=""0""",0,,617-866-3824,
363,"=""013120014611""",Frozen Food,1,599,n,n,Ore-Ida:Country Style Seasoned Potatoes w/Skins,30.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
364,"=""013130006125""",Grocery Non-Taxable,1,499,n,n,Nabisco:Enriched Farina,28.00 OZ,,n,1,"=""0""",0,,617-866-3824,
365,"=""013409451328""",Grocery Non-Taxable,1,499,n,n,Sweet Baby Ray's:Barbecue Sauce,40.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
366,"=""013409451335""",Grocery Non-Taxable,1,499,n,n,Sweet Baby Ray's:Honey Barbecue Sauce,40.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
367,"=""013562011001""",Grocery Non-Taxable,1,50,n,n,Annie's Homegrown:Organic Bunny Tropical Treat,0.80 OZ,y,n,1,"=""0""",0,,617-866-3824,
368,"=""013562011056""",Grocery Non-Taxable,1,50,n,n,Annie's Homegrown Bunny Fruit:Berry Patch,0.80 OZ,y,n,1,"=""0""",0,,617-866-3824,
369,"=""013562011063""",Grocery Non-Taxable,1,50,n,n,Annie's Homegrown:Organic Bunny Sunny Citrus,0.80 OZ,y,n,1,"=""0""",0,,617-866-3824,
370,"=""013562011070""",Grocery Non-Taxable,1,50,n,n,Annie's Homegrown:Organic Bunny Summer Strawberry,0.80 OZ,y,n,1,"=""0""",0,,617-866-3824,
371,"=""013600001063""",Grocery Non-Taxable,1,129,n,n,Diamond Crystal Iodized Salt,22.00 OZ,,n,1,"=""0""",0,,617-866-3824,
372,"=""013600001070""",Grocery Non-Taxable,1,129,n,n,Diamond Crystal Salt,22.00 OZ,,n,1,"=""0""",0,,617-866-3824,
373,"=""013600003548""",Grocery Non-Taxable,1,119,n,n,Red Cross:Iodized,26.00 OZ,,n,1,"=""0""",0,,617-866-3824,
374,"=""013600003555""",Grocery Non-Taxable,1,119,n,n,Red Cross Table Salt,26.00 OZ,,n,1,"=""0""",0,,617-866-3824,
375,"=""013700250125""",Household,1,299,n,n,Hefty Everyday Bowls:Soak Proof 12 Oz,50.00 CT,,n,1,"=""0""",0,,617-866-3824,
376,"=""013700263644""",Household,1,299,n,n,Hefty,"=""10""",,n,1,"=""0""",0,,617-866-3824,
377,"=""013700263651""",Household,1,699,n,n,Hefty 20 bags,,,n,1,"=""0""",0,,617-866-3824,
378,"=""013700402456""",Household,1,449,n,n,Plates hafty 21,,,n,1,"=""0""",0,1.0,617-866-3824,
379,"=""013700479007""",Household,1,282,n,n,Hefty Baggies:Sandwich & Storage Bags,80.00 CT,n,n,1,"=""0""",0,,617-866-3824,
380,"=""013700481000""",Household,1,199,n,n,Hefty Baggies:Sandwich & Storage Bags,150.00 CT,n,n,1,"=""0""",0,,617-866-3824,
381,"=""013700710162""",Household,1,349,n,n,Hefty Plates,,,n,1,"=""0""",0,,617-866-3824,
382,"=""013700716256""",Household,1,359,n,n,Hefty paper bowk,,,n,1,"=""0""",0,,617-866-3824,
383,"=""013800101709""",Frozen Food,1,499,n,n,Stouffer's Signature Classics:Baked,8.88 OZ,,n,1,"=""0""",0,0.0,617-866-3824,
384,"=""013800103215""",Frozen Food,1,499,n,n,Stouffer's Signature Classics:W/Meat & Sauce,10.50 OZ,,n,1,"=""0""",0,0.0,617-866-3824,
385,"=""013800103406""",Frozen Food,1,499,n,n,Stouffer's Simple Dishes:Macaroni & Cheese,12.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
386,"=""013800120083""",Frozen Food,1,449,n,n,Stouffer's Signature Classics:Chicken A la King,11.50 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
387,"=""013800151162""",Frozen Food,1,499,n,n,Stouffer's:Three Meat 2 Ct,12.50 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
388,"=""013800151704""",Frozen Food,1,449,n,n,Stouffer's:Cheese 2 Ct,10.38 OZ,,n,1,"=""0""",0,,617-866-3824,
389,"=""013800151827""",Frozen Food,1,449,n,n,Stouffer's:Deluxe,12.38 OZ,,n,1,"=""0""",0,,617-866-3824,
390,"=""013800447920""",Frozen Food,1,499,n,n,"Stouffer's:Macaroni & Cheese, with Broccoli",12.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
391,"=""013900500013""",Grocery Non-Taxable,1,199,n,n,Bell's Seasoning,1.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
392,"=""014100045557""",Snacks,1,179,n,n,Goldfish Xtra Cheddar,,,n,1,"=""0""",0,1.0,617-866-3824,
393,"=""014100077602""",Snacks,1,100,n,n,Pepperidge Farm Goldfish:Cheddar,1.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
394,"=""014100086079""",Snacks,1,75,n,n,Goldfish:Baked Snack Crackers,0.90 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
395,"=""014100096016""",Snacks,1,75,n,n,Gold Fish Falvor Blaster Cookies,"=""1""",,n,1,"=""0""",0,1.0,617-866-3824,
396,"=""014113210348""",Snacks,1,199,n,n,Wonderful Natural Raw Almond,1.5 oz,,n,1,"=""0""",0,,617-866-3824,
397,"=""014113210362""",Snacks,1,199,n,n,Wonderful: Roasted & Salted Almonds,1.50 OZ,,n,1,"=""0""",0,,617-866-3824,
398,"=""014113910088""",Snacks,1,449,n,n,Wonderful:Roasted & Salted,5.00 OZ,,n,1,"=""0""",0,,617-866-3824,
399,"=""014113912839""",Snacks,1,199,n,n,Wonderful Roasted & Salted Pistachios,1 oz,y,n,1,"=""0""",0,,617-866-3824,
400,"=""014113913317""",Snacks,1,199,n,n,Wonderful Salt 7 Pepper Pistachios,1.25 Oz,,n,1,"=""0""",0,,617-866-3824,
401,"=""014113913331""",Snacks,1,199,n,n,Wonderful Sweet Chili Pistachios,1.25 Oz,,n,1,"=""0""",0,,617-866-3824,
402,"=""014113913447""",Snacks,1,199,n,n,Wonderful: Roasted & Salted Pistachios,1.25 OZ,,n,1,"=""0""",0,,617-866-3824,
